,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,0
87,-13.517505645751953,-17.338260650634766,-34.80466842651367,-34.428428649902344,-34.88656234741211,-34.405391693115234,-33.347652435302734,-32.45547866821289,-32.09849548339844,-33.41886901855469,-34.365779876708984,-33.30074691772461,-33.122215270996094,-31.029056549072266,-28.60516357421875,-28.232221603393555,-28.657245635986328,-29.64267921447754,-31.673564910888672,-33.18501281738281,-34.39952850341797,-34.68257522583008,-36.68535232543945,-34.820926666259766,-33.65267562866211,-33.186851501464844,-33.40196228027344,-30.992746353149414,-28.32268524169922,-27.435457229614258,-27.490081787109375,-28.738801956176758,-29.98573112487793,-31.219724655151367,-29.507993698120117,-27.721773147583008,-27.840171813964844,-29.845394134521484,-30.235788345336914,-27.661653518676758,-26.498085021972656,-26.03673553466797,-25.772300720214844,-26.2833251953125,-26.22681999206543,-24.377939224243164,-24.193925857543945,-26.066801071166992,-26.059640884399414,-28.519065856933594,-29.291719436645508,-29.598033905029297,-29.235849380493164,-28.21751594543457,-27.48637580871582,-27.58695411682129,-29.381317138671875,-29.861942291259766,-29.658842086791992,-28.803102493286133,-28.024381637573242,-26.297956466674805,-24.187450408935547,-26.410097122192383,-28.003971099853516,-28.24842071533203,-28.02944564819336,-29.292966842651367,-30.025224685668945,-29.357221603393555,-27.771913528442383,-26.50806427001953,-26.299030303955078,-27.25908660888672,-26.84281349182129,-28.09361457824707,-27.622425079345703,-26.84640884399414,-28.208513259887695,-27.059526443481445,-27.960695266723633,-28.867542266845703,-27.61899757385254,-27.188533782958984,-26.51363754272461,-27.246936798095703,-27.82111930847168,-25.560483932495117,-25.92666244506836,-25.250131607055664,-23.002878189086914,-22.701444625854492,-22.71885108947754,-23.75174903869629,-24.57040786743164,-25.118091583251953,-21.85002899169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
69,-13.963069915771484,-17.23914337158203,-28.972484588623047,-28.29285430908203,-29.263629913330078,-31.143735885620117,-32.01229476928711,-29.672016143798828,-28.525075912475586,-28.289701461791992,-28.767953872680664,-30.23472023010254,-30.90218162536621,-29.497819900512695,-28.447683334350586,-27.875743865966797,-27.47075653076172,-28.396913528442383,-30.320058822631836,-30.73805046081543,-31.674137115478516,-32.02619934082031,-33.65407943725586,-31.97962188720703,-32.65512466430664,-33.405113220214844,-32.85871124267578,-33.65314865112305,-33.03193664550781,-34.238346099853516,-33.235206604003906,-32.425113677978516,-32.30039978027344,-31.292314529418945,-29.504648208618164,-27.752044677734375,-25.946535110473633,-26.224872589111328,-25.670772552490234,-29.40443229675293,-29.10512924194336,-27.849519729614258,-26.470277786254883,-25.963542938232422,-26.365650177001953,-26.667789459228516,-27.86572265625,-28.222862243652344,-27.56661033630371,-27.77157974243164,-29.44626808166504,-31.60224723815918,-33.09935760498047,-34.106380462646484,-34.13304138183594,-34.44529342651367,-33.866458892822266,-32.422569274902344,-31.322816848754883,-22.109981536865234,-20.318675994873047,-21.234130859375,-24.702354431152344,-25.946197509765625,-27.575471878051758,-27.858598709106445,-28.864696502685547,-31.67859649658203,-29.387678146362305,-28.09868049621582,-27.193693161010742,-26.127931594848633,-25.71392059326172,-25.877248764038086,-23.79813575744629,-23.059478759765625,-22.709657669067383,-23.470266342163086,-23.572099685668945,-24.908327102661133,-25.070899963378906,-25.770233154296875,-24.26844596862793,-24.040931701660156,-23.200305938720703,-22.083606719970703,-22.906198501586914,-24.03226661682129,-25.589963912963867,-25.83563232421875,-26.543088912963867,-27.62571144104004,-30.158042907714844,-34.12423324584961,-38.95042419433594,-41.71985626220703,-40.66290283203125,-38.14716339111328,-37.46440124511719,-39.090919494628906,-40.13999938964844,-37.4817008972168,-36.11366653442383,-36.20805740356445,-37.1439208984375,-37.160274505615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
63,-14.659058570861816,-17.87105941772461,-29.141529083251953,-31.781009674072266,-34.88282012939453,-33.907955169677734,-30.190853118896484,-27.981142044067383,-27.3848876953125,-28.039419174194336,-31.453983306884766,-35.294986724853516,-36.09069061279297,-35.83478546142578,-35.46348190307617,-34.746788024902344,-34.86731719970703,-34.587825775146484,-32.23896789550781,-30.62131118774414,-31.445068359375,-32.10976791381836,-32.98227310180664,-33.44369888305664,-32.941532135009766,-30.718313217163086,-28.35310935974121,-27.938749313354492,-25.820600509643555,-26.44336700439453,-21.291200637817383,-20.028141021728516,-20.541786193847656,-21.708393096923828,-22.999156951904297,-28.240489959716797,-30.336559295654297,-29.996538162231445,-31.626056671142578,-33.19072723388672,-33.924190521240234,-30.98623275756836,-30.027292251586914,-30.482975006103516,-26.757488250732422,-24.932832717895508,-24.627098083496094,-27.727947235107422,-29.46194839477539,-29.647356033325195,-30.097505569458008,-30.56775665283203,-29.567747116088867,-29.557680130004883,-31.17949676513672,-30.140960693359375,-31.376161575317383,-31.680673599243164,-32.353092193603516,-30.93711280822754,-30.254423141479492,-30.164121627807617,-30.31648826599121,-30.69522476196289,-28.74734878540039,-26.84656524658203,-27.69936180114746,-26.384864807128906,-26.11750030517578,-25.803373336791992,-26.479116439819336,-26.644458770751953,-26.103275299072266,-25.069324493408203,-26.210309982299805,-25.495452880859375,-25.29966926574707,-25.194570541381836,-23.829708099365234,-23.287504196166992,-22.2774658203125,-21.680307388305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
782,-16.865812301635742,-21.01231575012207,-34.97346496582031,-31.206279754638672,-29.644346237182617,-30.02140998840332,-28.39347267150879,-28.266691207885742,-26.092140197753906,-25.43474006652832,-26.15987205505371,-26.120634078979492,-25.902976989746094,-24.701496124267578,-23.400550842285156,-23.64659881591797,-25.029348373413086,-24.853322982788086,-25.848308563232422,-25.43474578857422,-26.07152557373047,-25.446025848388672,-25.679738998413086,-26.12134552001953,-26.332977294921875,-25.766613006591797,-26.484027862548828,-27.626483917236328,-26.867692947387695,-25.888978958129883,-24.617197036743164,-23.663644790649414,-26.417875289916992,-26.210508346557617,-25.937284469604492,-26.349851608276367,-27.194862365722656,-27.745046615600586,-27.32534408569336,-27.06521987915039,-27.134708404541016,-27.906227111816406,-28.370105743408203,-28.830068588256836,-29.03504753112793,-29.900766372680664,-32.12211608886719,-32.36868667602539,-31.872539520263672,-28.802080154418945,-27.322010040283203,-26.679222106933594,-28.255428314208984,-30.56866455078125,-29.225154876708984,-29.68033790588379,-29.194419860839844,-28.898456573486328,-29.535390853881836,-30.683998107910156,-30.199941635131836,-30.864887237548828,-30.31337547302246,-32.0261116027832,-29.353647232055664,-28.606178283691406,-30.698469161987305,-30.309659957885742,-31.5137939453125,-29.98832130432129,-31.69743537902832,-34.85921096801758,-36.37409591674805,-37.10946273803711,-36.89897918701172,-35.398040771484375,-36.39131546020508,-36.284061431884766,-35.190040588378906,-34.022274017333984,-33.521270751953125,-32.161231994628906,-30.684171676635742,-30.83652687072754,-32.46808624267578,-33.086578369140625,-30.92599868774414,-29.048004150390625,-28.377796173095703,-29.53769302368164,-30.985530853271484,-31.888427734375,-32.599998474121094,-23.465778350830078,-18.030363082885742,-17.461444854736328,-19.693449020385742,-22.565349578857422,-26.447172164916992,-28.164989471435547,-31.45125389099121,-34.647438049316406,-33.964988708496094,-35.2093620300293,-34.92138671875,-31.83156394958496,-32.01610565185547,-32.08175277709961,-30.302797317504883,-28.065250396728516,-25.319780349731445,-27.039289474487305,-29.58587646484375,-31.246685028076172,-27.825458526611328,-24.873699188232422,-21.220014572143555,-19.482202529907227,-18.708494186401367,-19.541521072387695,-21.596149444580078,-21.936492919921875,-22.062255859375,-23.634275436401367,-25.085344314575195,-26.487445831298828,-26.12979507446289,-25.354896545410156,-24.788728713989258,-24.255901336669922,happy
378,-13.199914932250977,-16.33538818359375,-29.28816032409668,-29.571041107177734,-28.17477798461914,-28.139005661010742,-25.99934196472168,-27.40819549560547,-27.56354522705078,-26.884889602661133,-26.65715789794922,-25.480134963989258,-24.793853759765625,-25.366872787475586,-25.329063415527344,-26.259029388427734,-25.87525749206543,-24.500539779663086,-23.393741607666016,-24.514713287353516,-25.735424041748047,-26.583656311035156,-26.45925521850586,-26.289216995239258,-26.752979278564453,-26.716632843017578,-27.829891204833984,-29.683223724365234,-29.260419845581055,-27.931941986083984,-26.959409713745117,-27.265657424926758,-26.814762115478516,-27.44947624206543,-28.633556365966797,-30.129594802856445,-30.918521881103516,-29.84526252746582,-28.706899642944336,-27.859270095825195,-27.778898239135742,-28.238168716430664,-28.803691864013672,-28.129947662353516,-28.017641067504883,-27.793851852416992,-27.44317626953125,-27.742652893066406,-28.52683448791504,-29.736438751220703,-28.841550827026367,-27.96611213684082,-28.215595245361328,-29.301008224487305,-29.82133674621582,-28.132326126098633,-25.747140884399414,-25.17029571533203,-25.45890235900879,-25.29344367980957,-25.584796905517578,-26.232486724853516,-27.08721923828125,-25.86955451965332,-26.933778762817383,-30.38512420654297,-28.185611724853516,-29.310848236083984,-30.619192123413086,-29.507749557495117,-29.514488220214844,-30.75375747680664,-31.684383392333984,-29.08259391784668,-30.108919143676758,-32.255924224853516,-36.55766296386719,-37.07012176513672,-37.09186553955078,-38.81247329711914,-40.01374053955078,-41.71433639526367,-42.30331039428711,-42.075355529785156,-43.77603530883789,-44.80678176879883,-44.889591217041016,-43.937618255615234,-43.71321105957031,-43.52553939819336,-44.60491180419922,-29.950889587402344,-16.93577766418457,-14.686548233032227,-15.378984451293945,-16.468311309814453,-21.277761459350586,-23.637737274169922,-24.30518913269043,-23.344707489013672,-23.224367141723633,-22.544748306274414,-18.91139030456543,-19.52300262451172,-22.827129364013672,-24.703744888305664,-23.922109603881836,-23.992326736450195,-23.177715301513672,-23.18222427368164,-23.252885818481445,-23.325550079345703,-23.814157485961914,-24.6475830078125,-24.355709075927734,-25.51723861694336,-26.16706657409668,-25.066436767578125,-22.77864646911621,-22.481374740600586,-24.03081512451172,-25.718008041381836,-24.311311721801758,-22.416332244873047,-22.767330169677734,-22.705432891845703,-22.288898468017578,-22.77452850341797,-22.80630111694336,-22.653785705566406,disgust
974,-18.22708511352539,-20.47987937927246,-27.131887435913086,-28.681833267211914,-27.763912200927734,-27.42194366455078,-26.860004425048828,-26.791597366333008,-26.431325912475586,-26.841510772705078,-27.260271072387695,-27.781761169433594,-28.834001541137695,-28.834190368652344,-28.137794494628906,-28.070148468017578,-28.093955993652344,-30.419015884399414,-31.755863189697266,-32.70538330078125,-32.80067825317383,-31.415266036987305,-29.860740661621094,-28.87032127380371,-29.485227584838867,-30.956119537353516,-31.27410888671875,-31.755216598510742,-33.60832977294922,-34.692867279052734,-32.39813232421875,-29.862773895263672,-28.622215270996094,-29.10430908203125,-29.82689666748047,-29.092357635498047,-29.46021270751953,-30.51685905456543,-31.119956970214844,-31.249488830566406,-29.347068786621094,-27.855276107788086,-28.5172119140625,-29.363994598388672,-31.19388198852539,-32.859737396240234,-33.59075164794922,-32.163455963134766,-31.027202606201172,-30.379405975341797,-29.919252395629883,-31.122331619262695,-32.01878356933594,-31.053361892700195,-30.274921417236328,-29.224414825439453,-28.748374938964844,-28.77707290649414,-30.048551559448242,-31.864757537841797,-31.41065216064453,-29.93749237060547,-29.05596923828125,-28.23408317565918,-28.210010528564453,-28.130800247192383,-26.784761428833008,-27.571672439575195,-29.851839065551758,-30.773447036743164,-31.55162239074707,-31.120014190673828,-31.42113494873047,-31.804676055908203,-31.60791778564453,-33.3515739440918,-35.184261322021484,-37.68862533569336,-38.24655532836914,-40.18975830078125,-42.074764251708984,-41.74274444580078,-42.10438919067383,-42.086917877197266,-38.791595458984375,-29.624439239501953,-26.70396614074707,-29.399578094482422,-30.004283905029297,-25.627992630004883,-22.16297149658203,-22.199352264404297,-23.090778350830078,-23.899770736694336,-25.80293083190918,-27.99437713623047,-29.41611099243164,-29.76433563232422,-29.620746612548828,-26.781633377075195,-25.009204864501953,-25.310596466064453,-25.65449333190918,-27.039440155029297,-26.14858627319336,-25.36802101135254,-24.824148178100586,-24.842073440551758,-25.080854415893555,-25.361326217651367,-26.063016891479492,-27.297008514404297,-27.20032501220703,-26.47555160522461,-26.66657829284668,-27.160869598388672,-27.953975677490234,-28.201412200927734,-30.16820526123047,-30.108104705810547,-28.928321838378906,-27.958805084228516,-28.32373046875,-30.139860153198242,-31.85972023010254,-30.154958724975586,-31.58482551574707,-34.62595748901367,-34.23516082763672,0.0,neutral
207,-11.023823738098145,-13.906984329223633,-26.191570281982422,-25.240093231201172,-23.14887237548828,-22.95887565612793,-22.80752182006836,-22.37191390991211,-23.497581481933594,-22.987844467163086,-21.617107391357422,-21.28670310974121,-20.665508270263672,-20.330120086669922,-20.387666702270508,-20.644227981567383,-20.665027618408203,-21.405567169189453,-23.53520393371582,-25.941192626953125,-24.833890914916992,-24.078224182128906,-24.48147201538086,-24.296194076538086,-23.32359504699707,-22.984378814697266,-23.856067657470703,-25.59832000732422,-26.902294158935547,-25.03907585144043,-24.216064453125,-23.80179214477539,-23.50326919555664,-22.295637130737305,-21.607694625854492,-21.598968505859375,-21.89942741394043,-21.588401794433594,-21.748140335083008,-21.81098175048828,-22.419485092163086,-23.26812744140625,-25.21584129333496,-23.936153411865234,-23.30758285522461,-23.327043533325195,-22.98693084716797,-23.785776138305664,-23.14624786376953,-22.903423309326172,-24.845773696899414,-25.14509391784668,-25.95993995666504,-26.541973114013672,-26.771446228027344,-27.165178298950195,-27.48924446105957,-27.509822845458984,-26.751972198486328,-27.387117385864258,-27.991111755371094,-26.407154083251953,-24.45580291748047,-23.230541229248047,-22.904560089111328,-23.97903060913086,-22.655986785888672,-20.950971603393555,-21.35927391052246,-20.900381088256836,-22.24098777770996,-24.506547927856445,-26.103397369384766,-25.799528121948242,-26.31436538696289,-25.537797927856445,-24.39084815979004,-25.533384323120117,-27.286409378051758,-29.844709396362305,-35.18645477294922,-38.502410888671875,-39.25777053833008,-40.96492385864258,-38.506736755371094,-38.749542236328125,-38.57048797607422,-37.96128463745117,-37.31088638305664,-37.167625427246094,-37.33668518066406,-35.405372619628906,-33.71228790283203,-33.21283721923828,-33.88212966918945,-35.593753814697266,-37.248008728027344,-37.863895416259766,-39.116416931152344,-33.682376861572266,-17.358781814575195,-12.167095184326172,-12.296797752380371,-16.332109451293945,-19.265331268310547,-21.63932991027832,-22.94087791442871,-23.220460891723633,-22.919498443603516,-23.68972396850586,-23.857585906982422,-25.702058792114258,-26.419708251953125,-27.56047248840332,-28.31275177001953,-28.740535736083984,-26.727176666259766,-25.811622619628906,-23.320655822753906,-22.378482818603516,-21.29355239868164,-19.600421905517578,-19.018033981323242,-20.041107177734375,-21.278135299682617,-25.230791091918945,-24.592130661010742,-24.43887710571289,-24.408884048461914,-24.90911102294922,disgust
1375,-13.731420516967773,-18.449851989746094,-35.655094146728516,-34.96118927001953,-33.95936965942383,-34.45842742919922,-29.966102600097656,-25.90180778503418,-23.848426818847656,-23.734880447387695,-24.849796295166016,-23.72431755065918,-22.645957946777344,-23.149112701416016,-23.315204620361328,-23.109771728515625,-22.58676528930664,-22.453861236572266,-21.815235137939453,-21.461681365966797,-21.494659423828125,-22.28377914428711,-24.973140716552734,-25.44520378112793,-26.19125747680664,-26.17462158203125,-27.275699615478516,-27.937822341918945,-29.782451629638672,-30.18184471130371,-29.11865234375,-27.08129119873047,-25.40826416015625,-24.86643409729004,-25.73700714111328,-26.023439407348633,-25.39858055114746,-24.878908157348633,-23.920745849609375,-22.888486862182617,-22.761545181274414,-23.41965675354004,-24.53509521484375,-25.53376007080078,-27.457805633544922,-29.14901351928711,-28.903512954711914,-26.886701583862305,-26.22679901123047,-26.430734634399414,-27.382518768310547,-28.134889602661133,-27.14005470275879,-25.481731414794922,-24.410062789916992,-23.885744094848633,-24.865123748779297,-25.68181610107422,-26.572914123535156,-27.022403717041016,-26.613361358642578,-26.304691314697266,-26.360597610473633,-27.210691452026367,-27.31473731994629,-26.55728530883789,-24.53412628173828,-23.766958236694336,-24.31716537475586,-24.788225173950195,-26.053159713745117,-27.19710922241211,-27.417314529418945,-26.575788497924805,-25.442188262939453,-26.88539695739746,-30.167299270629883,-33.273529052734375,-36.515594482421875,-37.60321807861328,-39.716224670410156,-40.31784439086914,-40.22218322753906,-41.22040557861328,-42.32787322998047,-42.73571014404297,-43.523719787597656,-30.55487060546875,-21.439727783203125,-20.08454704284668,-18.314603805541992,-18.341218948364258,-21.918792724609375,-23.172067642211914,-19.907501220703125,-19.910808563232422,-23.024951934814453,-21.28668975830078,-19.0396728515625,-21.212627410888672,-22.54604148864746,-24.104312896728516,-23.098052978515625,-23.282146453857422,-23.710899353027344,-25.207338333129883,-27.050275802612305,-26.313966751098633,-28.183868408203125,-28.903846740722656,-29.256669998168945,-30.627971649169922,-31.78477668762207,-31.476566314697266,-32.79198455810547,-34.83918762207031,-35.148963928222656,-35.65773010253906,-34.734588623046875,-33.70022201538086,-33.23597717285156,-32.286930084228516,-29.928958892822266,-26.206035614013672,-24.677705764770508,-22.998046875,-19.667158126831055,-19.41584014892578,-21.989046096801758,-24.71432113647461,surprised
75,-12.631214141845703,-17.163963317871094,-32.61050796508789,-33.25820541381836,-31.97940444946289,-31.225862503051758,-31.628252029418945,-32.393714904785156,-32.14788055419922,-32.39833450317383,-33.453739166259766,-34.63195037841797,-31.76729965209961,-29.666873931884766,-28.644990921020508,-30.490467071533203,-33.138282775878906,-32.465274810791016,-33.44993591308594,-34.85891342163086,-35.148826599121094,-34.928504943847656,-34.742279052734375,-33.604209899902344,-32.46900177001953,-30.677486419677734,-29.90373992919922,-29.22041893005371,-29.198734283447266,-29.687055587768555,-30.170001983642578,-31.043046951293945,-29.231740951538086,-26.688261032104492,-26.612403869628906,-27.866859436035156,-28.62791633605957,-28.348295211791992,-26.77156639099121,-25.548320770263672,-25.142772674560547,-27.58479881286621,-29.2315673828125,-31.755765914916992,-34.616939544677734,-36.96106719970703,-37.102577209472656,-37.779850006103516,-38.67274475097656,-39.10521697998047,-40.92131042480469,-35.06871032714844,-30.632076263427734,-28.469209671020508,-25.19172477722168,-25.037508010864258,-24.08698844909668,-23.75834083557129,-25.01607894897461,-25.87955093383789,-28.003459930419922,-31.370527267456055,-32.09805679321289,-29.159791946411133,-27.38459587097168,-29.279367446899414,-28.987825393676758,-28.546863555908203,-29.001970291137695,-27.480649948120117,-27.439434051513672,-27.29043197631836,-28.434093475341797,-31.403749465942383,-34.11812973022461,-33.89303970336914,-35.799171447753906,-38.01034927368164,-38.86697769165039,-41.14425277709961,-39.86928176879883,-39.48694610595703,-39.40140151977539,-38.79357147216797,-38.64873504638672,-39.65523147583008,-40.94307327270508,-41.23655700683594,-39.64820861816406,-38.58149719238281,-38.18470001220703,-39.40587615966797,-38.3226318359375,-38.796119689941406,-39.80109405517578,-40.865966796875,-40.85786437988281,-40.61167526245117,-38.69363021850586,-36.50949478149414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
