,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,0
121,-22.411582946777344,-26.331939697265625,-36.35679244995117,-37.092193603515625,-35.6024284362793,-32.83297348022461,-32.488704681396484,-36.66030502319336,-28.593181610107422,-26.814777374267578,-27.46274185180664,-29.34294319152832,-30.733848571777344,-34.042015075683594,-37.391265869140625,-38.04131317138672,-39.585121154785156,-39.36384582519531,-39.035770416259766,-37.43526840209961,-36.76437759399414,-34.39706039428711,-29.69972801208496,-24.07533836364746,-25.109128952026367,-31.437482833862305,-34.81983184814453,-35.40957260131836,-31.866432189941406,-31.11610221862793,-34.22036361694336,-36.09667205810547,-39.188961029052734,-43.382591247558594,-44.16477966308594,-43.15555953979492,-39.14839172363281,-38.42490005493164,-42.17257308959961,-40.68046569824219,-38.809139251708984,-41.15223693847656,-42.814842224121094,-35.58502197265625,-32.768978118896484,-34.82484436035156,-37.19736099243164,-40.11192321777344,-37.43907165527344,-34.58915710449219,-31.380611419677734,-29.76877212524414,-31.517833709716797,-37.69834518432617,-38.74392318725586,-37.580238342285156,-36.46605682373047,-37.48939514160156,-31.284252166748047,-30.4954833984375,-36.31608963012695,-41.73270034790039,-41.52908706665039,-36.21332931518555,-25.564388275146484,-26.297353744506836,-33.60920715332031,-34.09910583496094,-35.79985046386719,-36.62031173706055,-36.55710983276367,-36.42519760131836,-36.963706970214844,-36.819950103759766,-39.071861267089844,-40.61681365966797,-40.263206481933594,-40.86753463745117,-43.11995315551758,-42.21708679199219,-41.55744934082031,-43.353477478027344,-43.904029846191406,-41.81494903564453,-40.39906692504883,-39.97328186035156,-39.524070739746094,-39.56462097167969,-35.83848571777344,-33.67981719970703,-33.18204879760742,-33.6106071472168,-33.81256866455078,-36.05007553100586,-36.966590881347656,-36.965431213378906,-33.67519760131836,-34.368202209472656,-36.63143539428711,-35.161739349365234,-33.5993766784668,-34.948394775390625,-35.28688430786133,-33.95020294189453,fear
43,-12.95856761932373,-16.001863479614258,-31.422454833984375,-30.79926872253418,-30.764925003051758,-33.372802734375,-33.36145782470703,-34.54784393310547,-32.90840148925781,-33.28422927856445,-34.28017807006836,-33.49131774902344,-37.23974609375,-35.73569869995117,-35.42233657836914,-34.37483596801758,-37.003822326660156,-37.263057708740234,-34.26005554199219,-32.89432144165039,-29.45939826965332,-28.445575714111328,-30.13210678100586,-34.43317413330078,-37.23135757446289,-34.437034606933594,-35.039024353027344,-37.44927215576172,-37.75495910644531,-39.424686431884766,-40.15248489379883,-40.05104446411133,-41.3974609375,-41.13580322265625,-39.98012161254883,-41.00613784790039,-41.169185638427734,-37.44652557373047,-32.288665771484375,-32.313514709472656,-34.47318649291992,-37.96653366088867,-40.50285339355469,-38.6271858215332,-37.174983978271484,-38.53675079345703,-38.54307556152344,-38.141910552978516,-39.24717712402344,-40.30080032348633,-40.56809616088867,-41.18754196166992,-41.15916061401367,-39.871402740478516,-38.518287658691406,-38.13632583618164,-36.11428451538086,-35.28253173828125,-35.847190856933594,-34.23751449584961,-32.939151763916016,-33.88752746582031,-34.69039535522461,-32.90524673461914,-33.13077163696289,-32.946311950683594,-25.85424041748047,-23.603015899658203,-25.229215621948242,-26.6373291015625,-26.44805908203125,-29.459932327270508,-26.28646469116211,-21.479816436767578,-21.472820281982422,-24.59766960144043,-26.986412048339844,-27.30035400390625,-28.19267463684082,-30.35068702697754,-30.226097106933594,-29.464786529541016,-29.285694122314453,-28.89211082458496,-28.96139907836914,-29.185731887817383,-28.317655563354492,-29.508037567138672,-32.25100326538086,-32.771766662597656,-29.463184356689453,-27.674915313720703,-29.04965591430664,-31.909107208251953,-30.51503562927246,-30.376720428466797,-27.939075469970703,-27.001176834106445,-27.923912048339844,-31.053714752197266,-33.28849792480469,-33.666202545166016,-31.18509292602539,-30.0703125,angry
220,-36.7050666809082,-38.35324478149414,-36.59172821044922,-34.565696716308594,-36.950992584228516,-39.4993896484375,-39.76884460449219,-39.772483825683594,-40.18624496459961,-39.959964752197266,-37.695369720458984,-35.255714416503906,-34.260963439941406,-35.01033020019531,-34.2349853515625,-34.73042297363281,-35.10466766357422,-35.89023208618164,-34.530479431152344,-34.433223724365234,-35.804203033447266,-37.44718551635742,-38.87893295288086,-40.06354522705078,-41.52904510498047,-43.20946502685547,-42.79075241088867,-39.231258392333984,-36.165775299072266,-37.20598220825195,-39.43345260620117,-36.49949645996094,-35.60958480834961,-36.77165222167969,-37.49209213256836,-36.22105407714844,-36.56348419189453,-35.876609802246094,-37.42213821411133,-37.880104064941406,-36.894100189208984,-35.77060317993164,-35.743247985839844,-36.390716552734375,-36.34730529785156,-35.786258697509766,-35.216068267822266,-34.2832145690918,-35.944068908691406,-38.25837326049805,-36.97285079956055,-29.162498474121094,-27.516469955444336,-29.93403434753418,-29.59926414489746,-30.28603744506836,-30.518199920654297,-31.57274055480957,-33.065181732177734,-33.35314178466797,-34.75667953491211,-35.45427703857422,-36.389015197753906,-36.015533447265625,-36.13845443725586,-35.45213317871094,-37.351871490478516,-40.15111541748047,-39.677635192871094,-37.167991638183594,-34.081626892089844,-34.92048645019531,-34.62442398071289,-34.58403015136719,-36.12950897216797,-36.36088562011719,-35.72735595703125,-34.80713653564453,-34.16455841064453,-35.25359344482422,-36.232852935791016,-37.31947326660156,-34.8939094543457,-28.959300994873047,-28.773937225341797,-31.935415267944336,-33.61606216430664,-35.13151931762695,-36.761898040771484,-37.025413513183594,-35.12483596801758,-33.955894470214844,-34.733036041259766,-34.87350082397461,-35.273807525634766,-34.81866455078125,-35.18890380859375,-34.94911193847656,-35.44660186767578,-36.521705627441406,-35.850460052490234,-34.92082214355469,-32.884395599365234,-32.48284149169922,neutral
139,-18.875579833984375,-22.958757400512695,-39.22615432739258,-40.11326599121094,-39.37825393676758,-39.113922119140625,-37.11686706542969,-32.13847732543945,-33.79750061035156,-37.99703598022461,-39.61779022216797,-39.888206481933594,-40.694637298583984,-41.640560150146484,-41.673160552978516,-42.44804000854492,-40.59816360473633,-39.64731216430664,-40.969547271728516,-42.35131072998047,-40.49125671386719,-34.97005844116211,-35.06884002685547,-39.96361541748047,-41.71062469482422,-41.268978118896484,-41.44522476196289,-41.692142486572266,-39.788719177246094,-38.42512512207031,-41.50685501098633,-43.252689361572266,-45.682979583740234,-44.66425323486328,-43.230342864990234,-42.789608001708984,-43.20992660522461,-44.870277404785156,-46.13671112060547,-45.34737777709961,-44.580078125,-43.8917236328125,-46.35287094116211,-46.01036834716797,-44.54210662841797,-42.99928283691406,-44.731895446777344,-44.08015441894531,-44.53394317626953,-44.72866439819336,-44.978858947753906,-40.65713882446289,-37.5368766784668,-39.93888473510742,-42.66118621826172,-41.286949157714844,-39.85478973388672,-42.07379913330078,-41.09962844848633,-39.65281295776367,-36.658390045166016,-33.17061996459961,-35.31654357910156,-39.030426025390625,-39.008880615234375,-35.520023345947266,-34.25336456298828,-36.85018539428711,-39.44898223876953,-40.26922607421875,-38.712379455566406,-38.554534912109375,-39.221614837646484,-40.11445999145508,-40.446861267089844,-41.468727111816406,-41.57990264892578,-42.170814514160156,-41.94167709350586,-42.2294921875,-36.1963996887207,-31.299623489379883,-31.95201301574707,-36.10509490966797,-36.79259490966797,-38.88599395751953,-40.41108703613281,-42.185298919677734,-44.43818664550781,-45.21222686767578,-45.11172866821289,-43.80259323120117,-43.46116256713867,-43.045658111572266,-43.92179489135742,-43.990028381347656,-44.320926666259766,-45.08432388305664,-46.270225524902344,-45.89474868774414,-43.168758392333984,-42.17292785644531,-41.58993911743164,-41.480690002441406,fear
154,-34.122657775878906,-34.88310241699219,-36.39120101928711,-34.88269805908203,-28.703645706176758,-28.37525177001953,-32.934547424316406,-35.31687545776367,-34.834556579589844,-34.3179931640625,-35.60301208496094,-37.272796630859375,-36.86188507080078,-36.82880401611328,-37.817718505859375,-40.123111724853516,-42.01992416381836,-41.694820404052734,-42.340576171875,-39.92899703979492,-39.58061981201172,-43.97773742675781,-45.44422149658203,-43.89495086669922,-42.31266784667969,-43.22660446166992,-43.68594741821289,-45.88179016113281,-44.55899429321289,-44.05832290649414,-46.21110153198242,-44.96076202392578,-44.79859161376953,-47.064456939697266,-48.400657653808594,-48.31359100341797,-46.66530990600586,-44.32537841796875,-44.62767791748047,-43.08493423461914,-42.55384063720703,-45.02481460571289,-49.36566925048828,-49.53322982788086,-48.55245590209961,-47.16099548339844,-47.377220153808594,-46.73783874511719,-44.841365814208984,-44.029117584228516,-46.514217376708984,-48.91676712036133,-50.07711410522461,-49.972408294677734,-48.33556365966797,-48.27324676513672,-48.93333053588867,-49.98317337036133,-50.37607192993164,-47.57349395751953,-48.31841278076172,-50.796302795410156,-50.583866119384766,-50.71779251098633,-50.97962188720703,-49.598388671875,-48.565006256103516,-49.941532135009766,-49.78445053100586,-50.09734344482422,-50.42740249633789,-50.67124938964844,-49.84147644042969,-48.96458435058594,-48.04328918457031,-48.346614837646484,-50.94377136230469,-49.89973831176758,-46.93845748901367,-46.988670349121094,-48.12275695800781,-48.23642349243164,-47.86703109741211,-46.92747116088867,-47.357418060302734,-46.79524612426758,-47.83391571044922,-47.98573684692383,-47.801307678222656,-47.858299255371094,-47.73464584350586,-47.32750701904297,-47.341312408447266,-46.69762420654297,-48.96819305419922,-48.37865447998047,-46.30143737792969,-45.601016998291016,-45.08330535888672,-48.32686233520508,-48.85036087036133,-48.35619354248047,-46.442142486572266,-45.99802017211914,happy
132,-35.01460266113281,-33.849735260009766,-32.91168975830078,-34.922733306884766,-36.37580490112305,-34.81702423095703,-34.48706817626953,-34.22719192504883,-34.71556091308594,-34.718265533447266,-34.438846588134766,-35.86568832397461,-36.746681213378906,-35.08389663696289,-36.335445404052734,-38.55930709838867,-39.005523681640625,-36.877864837646484,-36.590457916259766,-37.52162170410156,-36.56972122192383,-36.68769836425781,-40.52629089355469,-39.434654235839844,-40.84220886230469,-42.148681640625,-42.98658752441406,-40.77633285522461,-39.189918518066406,-39.399391174316406,-38.156131744384766,-36.26580047607422,-36.35578155517578,-35.56673812866211,-34.54314041137695,-31.73239517211914,-27.555641174316406,-23.28352165222168,-21.413902282714844,-22.104774475097656,-23.106412887573242,-22.720436096191406,-23.74228286743164,-25.01081657409668,-25.675411224365234,-27.261127471923828,-28.20853042602539,-29.799997329711914,-29.224210739135742,-27.358516693115234,-28.318878173828125,-28.060251235961914,-28.540111541748047,-29.945308685302734,-32.97660827636719,-36.729251861572266,-35.44999313354492,-35.68280792236328,-36.08291244506836,-37.17418670654297,-35.78340530395508,-36.45655059814453,-35.7473030090332,-31.659748077392578,-28.45174789428711,-26.39517593383789,-24.571928024291992,-18.963050842285156,-16.7451229095459,-18.54326057434082,-17.535581588745117,-14.287111282348633,-13.769083023071289,-16.850831985473633,-19.699748992919922,-15.267566680908203,-15.309706687927246,-19.344379425048828,-21.55887222290039,-24.31275177001953,-26.937868118286133,-30.77442169189453,-32.175655364990234,-31.82383918762207,-32.489418029785156,-33.479854583740234,-32.666194915771484,-31.656442642211914,-30.661272048950195,-34.18693923950195,-39.26360321044922,-37.99121856689453,-36.59461975097656,-32.906761169433594,-33.19231414794922,-37.008750915527344,-36.82923889160156,-37.02998352050781,-35.33720397949219,-34.37348556518555,-32.95022964477539,-27.252870559692383,-24.67020606994629,-25.894773483276367,fear
258,-20.84434700012207,-24.186870574951172,-28.969818115234375,-31.65500259399414,-32.97957992553711,-33.248634338378906,-33.54401397705078,-34.40869903564453,-33.490089416503906,-33.646507263183594,-34.19343566894531,-35.480716705322266,-37.23400115966797,-37.621341705322266,-37.76337814331055,-37.89535140991211,-39.90321731567383,-39.83232879638672,-38.825748443603516,-38.85867691040039,-38.43473815917969,-35.62065887451172,-36.526397705078125,-35.503211975097656,-31.75569725036621,-28.833263397216797,-31.27273178100586,-32.14150619506836,-32.69611358642578,-31.31140899658203,-31.209074020385742,-30.558082580566406,-31.07578468322754,-30.161884307861328,-31.037097930908203,-32.61701202392578,-31.873746871948242,-34.25979232788086,-34.44895935058594,-34.17023468017578,-34.41000747680664,-34.00606155395508,-33.44304275512695,-32.73051071166992,-34.08454895019531,-33.34970474243164,-32.84273147583008,-33.86239242553711,-33.64924621582031,-33.13823318481445,-33.860164642333984,-33.40624237060547,-35.35900115966797,-37.57487487792969,-31.207889556884766,-26.59208106994629,-25.899599075317383,-27.660947799682617,-28.52198028564453,-28.713592529296875,-29.386655807495117,-30.715238571166992,-29.658039093017578,-30.017610549926758,-30.604564666748047,-32.02764892578125,-30.982555389404297,-27.184049606323242,-27.859352111816406,-32.197227478027344,-35.449607849121094,-37.39925003051758,-34.80331039428711,-30.16597557067871,-30.11745262145996,-29.49907684326172,-29.609661102294922,-32.4019660949707,-33.755714416503906,-33.69258499145508,-36.900543212890625,-37.111778259277344,-31.242149353027344,-26.076353073120117,-26.76313018798828,-28.11433219909668,-28.30144500732422,-27.857372283935547,-29.17043685913086,-29.524606704711914,-29.477998733520508,-30.65201187133789,-30.99749755859375,-30.061439514160156,-30.74250602722168,-31.44658088684082,-33.29608917236328,-32.153526306152344,-31.266395568847656,-31.261850357055664,-33.05289077758789,-33.754764556884766,-33.65892791748047,-34.450862884521484,sad
324,-29.12986183166504,-29.674785614013672,-31.07636260986328,-30.40027618408203,-28.958576202392578,-29.27278709411621,-29.782663345336914,-31.037752151489258,-32.582515716552734,-33.873146057128906,-34.033992767333984,-35.15459442138672,-36.07326889038086,-35.07779312133789,-34.63612747192383,-32.00054168701172,-31.54936981201172,-35.87331771850586,-36.09722900390625,-34.60432434082031,-32.41434860229492,-31.638057708740234,-30.514896392822266,-32.74110412597656,-37.88355255126953,-41.86505126953125,-42.95193862915039,-42.33768844604492,-44.293148040771484,-46.36865997314453,-48.38860321044922,-43.17292785644531,-42.020389556884766,-42.20954132080078,-38.71514892578125,-36.876155853271484,-35.24587631225586,-33.69927215576172,-33.277915954589844,-34.089481353759766,-33.96052169799805,-34.47641372680664,-36.42476272583008,-36.99854278564453,-36.62063980102539,-38.330928802490234,-40.23441696166992,-38.25812530517578,-37.40693664550781,-32.94745635986328,-32.54176330566406,-37.77476119995117,-38.06655502319336,-38.31941604614258,-39.458187103271484,-41.76192855834961,-35.077537536621094,-31.01412010192871,-31.841594696044922,-32.138851165771484,-32.97289276123047,-35.97118377685547,-34.733768463134766,-28.980823516845703,-27.084505081176758,-28.430055618286133,-29.75409698486328,-30.413902282714844,-33.079498291015625,-37.1795539855957,-35.696834564208984,-36.11845397949219,-37.29361343383789,-38.45554733276367,-39.68104553222656,-41.16282272338867,-41.63899230957031,-42.14169692993164,-40.61976623535156,-39.91339111328125,-43.78879165649414,-46.163883209228516,-45.784305572509766,-42.24988555908203,-39.90142059326172,-37.29412078857422,-35.17693328857422,-36.21173858642578,-35.51655197143555,-35.34461212158203,-33.62639236450195,-34.26017761230469,-34.219749450683594,-33.93081283569336,-34.36233139038086,-33.32776641845703,-32.078067779541016,-32.84332275390625,-32.93596649169922,-33.94571304321289,-35.170448303222656,-34.075626373291016,-33.10481262207031,-32.547725677490234,surprised
8,-27.627113342285156,-24.024782180786133,-22.756187438964844,-23.17090606689453,-21.966352462768555,-23.225248336791992,-25.137399673461914,-23.368587493896484,-23.976146697998047,-26.522785186767578,-27.55504608154297,-28.929655075073242,-29.638233184814453,-22.841325759887695,-20.235172271728516,-21.84060287475586,-25.199411392211914,-28.917396545410156,-29.672508239746094,-31.239051818847656,-31.610490798950195,-30.78636932373047,-32.64459228515625,-31.580547332763672,-27.857088088989258,-22.91097640991211,-21.4571533203125,-21.95994758605957,-22.215900421142578,-22.188241958618164,-21.65367317199707,-24.47883415222168,-25.956378936767578,-23.60191535949707,-21.379398345947266,-22.69353485107422,-26.729402542114258,-29.643098831176758,-29.929359436035156,-29.370492935180664,-30.434438705444336,-30.777910232543945,-29.608501434326172,-29.75389862060547,-29.804698944091797,-28.89234733581543,-24.926799774169922,-19.28411102294922,-14.6759033203125,-17.19735336303711,-19.331417083740234,-21.444324493408203,-22.683244705200195,-23.283376693725586,-25.850584030151367,-25.479839324951172,-24.118106842041016,-25.727806091308594,-23.494781494140625,-23.138408660888672,-23.403461456298828,-22.527538299560547,-21.42867660522461,-21.34011459350586,-21.486072540283203,-23.651317596435547,-27.434019088745117,-30.354419708251953,-31.93503761291504,-33.33946990966797,-33.694480895996094,-34.40437316894531,-34.60749053955078,-34.71711730957031,-32.80079650878906,-30.823474884033203,-30.792625427246094,-33.18305206298828,-34.08184814453125,-36.346229553222656,-35.97610092163086,-34.51398468017578,-36.9626579284668,-37.861122131347656,-38.500064849853516,-39.71595001220703,-39.40041732788086,-39.86367416381836,-39.23554992675781,-39.648155212402344,-31.080495834350586,-28.947826385498047,-33.50828552246094,-35.844730377197266,-37.02627182006836,-37.56228256225586,-36.602821350097656,-38.3093147277832,-37.830421447753906,-37.7327995300293,-35.64015579223633,-33.185890197753906,-33.496524810791016,-36.094482421875,angry
