,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,0
183,-31.396644592285156,-32.13932418823242,-36.47712707519531,-38.33718490600586,-39.25967788696289,-40.76612854003906,-42.63086700439453,-43.9468994140625,-32.42631912231445,-28.03173828125,-28.718351364135742,-29.466825485229492,-29.810672760009766,-28.12824821472168,-29.39682388305664,-32.54293441772461,-30.776582717895508,-29.621599197387695,-31.450693130493164,-31.295034408569336,-31.971803665161133,-31.202362060546875,-30.912845611572266,-31.529293060302734,-32.604408264160156,-34.69189453125,-32.798099517822266,-32.92225646972656,-31.779544830322266,-33.51119613647461,-31.238466262817383,-31.58603858947754,-32.8651008605957,-33.67073059082031,-31.823240280151367,-32.42515563964844,-32.31855773925781,-30.661466598510742,-29.666452407836914,-30.81442642211914,-30.85879898071289,-28.78310203552246,-27.437612533569336,-27.119632720947266,-27.263835906982422,-27.80348777770996,-27.59061050415039,-28.952850341796875,-31.185365676879883,-32.66935348510742,-32.10139083862305,-32.556827545166016,-32.28336715698242,-31.113557815551758,-30.688058853149414,-29.365163803100586,-27.733003616333008,-27.448606491088867,-27.099435806274414,-27.444660186767578,-29.861921310424805,-33.73210906982422,-34.809906005859375,-31.719905853271484,-29.933645248413086,-27.625356674194336,-26.276805877685547,-26.99394416809082,-27.874473571777344,-28.879789352416992,-27.65576171875,-25.892045974731445,-26.361106872558594,-28.44228172302246,-30.761077880859375,-31.144351959228516,-32.944034576416016,-33.04086685180664,-33.924861907958984,-35.304988861083984,-35.01464080810547,-34.7469367980957,-36.09830093383789,-36.88004684448242,-36.95110321044922,-39.44942855834961,-37.82132339477539,-37.450836181640625,-37.354366302490234,-38.97330093383789,-39.10969543457031,-39.71519088745117,-40.666725158691406,0.0,0.0,neutral
257,-20.90965461730957,-24.321378707885742,-31.71495246887207,-31.74875259399414,-33.13572692871094,-33.57782745361328,-34.094688415527344,-36.11518859863281,-37.241119384765625,-35.11445617675781,-36.88248062133789,-35.66685485839844,-35.679931640625,-37.123329162597656,-36.510318756103516,-38.71181106567383,-38.12962341308594,-38.45063018798828,-37.906620025634766,-32.63724136352539,-32.59998321533203,-32.91215515136719,-31.653045654296875,-31.65355110168457,-31.276649475097656,-32.230716705322266,-34.9530143737793,-37.48830032348633,-35.70819091796875,-31.6279296875,-29.589120864868164,-31.79415512084961,-37.212406158447266,-37.369876861572266,-36.331844329833984,-37.236045837402344,-40.715274810791016,-41.863441467285156,-36.470130920410156,-30.475696563720703,-27.407135009765625,-28.366474151611328,-29.97528076171875,-31.995515823364258,-33.73351287841797,-34.369632720947266,-34.34827423095703,-30.954418182373047,-27.90995216369629,-29.61471939086914,-28.082963943481445,-25.305721282958984,-28.208751678466797,-29.406089782714844,-29.91721534729004,-32.37482452392578,-34.15419387817383,-35.23258590698242,-34.41727066040039,-34.75893783569336,-34.497291564941406,-32.574825286865234,-33.95832824707031,-34.318214416503906,-34.22731399536133,-31.614017486572266,-29.778474807739258,-31.127408981323242,-31.48247528076172,-30.040849685668945,-29.2064208984375,-27.918968200683594,-28.996517181396484,-33.21038818359375,-34.802711486816406,-35.46944808959961,-33.6319580078125,-32.11204528808594,-29.487947463989258,-29.79520034790039,-28.288686752319336,-25.04395866394043,-26.510774612426758,-28.997631072998047,-28.26797103881836,-26.847278594970703,-25.446861267089844,-26.980806350708008,-26.958070755004883,-26.34256935119629,-29.026906967163086,-29.90521240234375,-27.995973587036133,-27.12058448791504,-26.43314552307129,sad
203,-25.687957763671875,-27.86389923095703,-30.728178024291992,-31.42292594909668,-29.965953826904297,-30.671098709106445,-29.97705078125,-29.62977409362793,-29.467195510864258,-28.901132583618164,-28.30683708190918,-28.61110496520996,-28.904691696166992,-27.47992706298828,-27.26894760131836,-26.86568260192871,-27.53046417236328,-28.451311111450195,-28.908098220825195,-29.707426071166992,-29.099117279052734,-29.760526657104492,-30.58106231689453,-30.759777069091797,-31.598867416381836,-31.773427963256836,-30.176912307739258,-29.047931671142578,-29.078439712524414,-28.642261505126953,-29.90619659423828,-30.586509704589844,-31.760873794555664,-33.78162384033203,-33.330101013183594,-29.643768310546875,-28.31205177307129,-29.22623062133789,-30.92624282836914,-32.383567810058594,-35.24236297607422,-34.692726135253906,-34.60227966308594,-33.84210205078125,-33.23092269897461,-31.401151657104492,-29.99692726135254,-28.796110153198242,-29.502695083618164,-29.528438568115234,-29.6429443359375,-29.124736785888672,-27.559791564941406,-27.346466064453125,-28.53008270263672,-29.66740608215332,-32.58357620239258,-33.82548141479492,-33.79653549194336,-35.147064208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
106,-31.897510528564453,-24.846832275390625,-21.136465072631836,-20.94516372680664,-22.24665069580078,-21.510087966918945,-23.419343948364258,-26.349397659301758,-26.503232955932617,-23.947933197021484,-22.839982986450195,-21.479419708251953,-21.33924674987793,-21.070039749145508,-22.42710304260254,-25.230623245239258,-25.448421478271484,-26.362821578979492,-25.617544174194336,-25.912748336791992,-27.560853958129883,-29.934579849243164,-28.334257125854492,-26.415437698364258,-26.15951156616211,-26.244413375854492,-25.70938491821289,-26.685060501098633,-27.088138580322266,-26.19993019104004,-26.26163673400879,-27.13587760925293,-26.67707061767578,-27.82882308959961,-30.400251388549805,-29.548574447631836,-28.69920539855957,-26.424394607543945,-25.869314193725586,-25.966779708862305,-24.501949310302734,-24.446510314941406,-25.91762351989746,-28.267723083496094,-29.258779525756836,-27.423810958862305,-26.13239860534668,-26.558692932128906,-28.13479995727539,-28.02353858947754,-30.43381690979004,-30.559885025024414,-31.1754150390625,-27.81911849975586,-27.740909576416016,-25.933902740478516,-24.095510482788086,-25.730243682861328,-28.733476638793945,-29.621036529541016,-27.28497314453125,-24.75875473022461,-23.553157806396484,-21.743913650512695,-22.69831085205078,-24.652647018432617,-23.095256805419922,-23.322669982910156,-23.10662841796875,-23.848432540893555,-26.285646438598633,-27.659423828125,-28.95612907409668,-30.520233154296875,-31.41547393798828,-33.458431243896484,-33.40009689331055,-33.89546203613281,-36.52787780761719,-38.42563247680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear
97,-6.957999229431152,-10.485325813293457,-27.42060661315918,-29.541505813598633,-30.82435417175293,-28.27777862548828,-28.925065994262695,-27.134708404541016,-25.526660919189453,-28.32078742980957,-31.170398712158203,-31.59684944152832,-32.17198944091797,-30.966144561767578,-30.309856414794922,-30.545804977416992,-31.984323501586914,-32.576698303222656,-29.371891021728516,-29.65990447998047,-29.653383255004883,-30.209571838378906,-29.393850326538086,-29.733970642089844,-31.015323638916016,-33.83318328857422,-34.25638198852539,-31.435420989990234,-31.41230010986328,-31.513553619384766,-33.796791076660156,-33.040035247802734,-33.63747787475586,-34.51707458496094,-33.898536682128906,-33.02821731567383,-29.360027313232422,-28.413715362548828,-28.85355567932129,-27.60432243347168,-28.564096450805664,-31.71590805053711,-31.127267837524414,-28.281291961669922,-25.966562271118164,-25.741640090942383,-24.663341522216797,-22.70092010498047,-21.76577377319336,-19.48436737060547,-20.019969940185547,-21.257633209228516,-22.87302017211914,-24.30727767944336,-24.942201614379883,-25.555091857910156,-28.128429412841797,-28.430429458618164,-30.363483428955078,-30.860769271850586,-31.17485237121582,-30.47338104248047,-30.479827880859375,-29.110755920410156,-29.840932846069336,-32.766475677490234,-34.272891998291016,-33.851600646972656,-32.123897552490234,-30.4986572265625,-30.847089767456055,-31.920166015625,-34.80556106567383,-35.795833587646484,-34.66956329345703,-34.68134307861328,-35.847984313964844,-35.578529357910156,-36.73397445678711,-36.512752532958984,-35.348106384277344,-32.918670654296875,-31.048336029052734,-29.76218605041504,-26.60474967956543,-20.85871124267578,-21.578245162963867,-25.94948387145996,-26.153125762939453,-25.99447250366211,-25.737897872924805,-27.960227966308594,-28.96384620666504,-28.212034225463867,-26.471858978271484,fear
52,-38.50111389160156,-38.23448181152344,-40.68387985229492,-46.90695571899414,-40.38771438598633,-33.816123962402344,-31.825105667114258,-31.322254180908203,-29.93214225769043,-28.976484298706055,-29.390804290771484,-29.384235382080078,-29.744901657104492,-30.886627197265625,-30.6878662109375,-32.06950759887695,-33.02072525024414,-33.115989685058594,-34.25065612792969,-36.12889099121094,-38.71626281738281,-41.53076934814453,-35.786800384521484,-36.558555603027344,-42.53751754760742,-40.69620895385742,-39.44749450683594,-40.64326858520508,-42.89456558227539,-43.831459045410156,-44.23605728149414,-43.38985824584961,-45.07479476928711,-42.074398040771484,-40.57037353515625,-39.17633819580078,-35.586795806884766,-34.892398834228516,-37.15534973144531,-38.361148834228516,-37.877994537353516,-36.7560920715332,-38.815067291259766,-40.34732437133789,-38.86333465576172,-38.03592300415039,-37.35953903198242,-36.561302185058594,-34.274898529052734,-30.63129425048828,-28.91433334350586,-32.458961486816406,-35.79918670654297,-36.189388275146484,-37.736873626708984,-40.55238723754883,-41.96824264526367,-40.22813034057617,-38.236751556396484,-37.84206771850586,-39.85008239746094,-32.957557678222656,-30.762502670288086,-31.32726287841797,-30.897123336791992,-30.74146842956543,-29.712358474731445,-29.700767517089844,-29.906496047973633,-32.65140914916992,-31.120342254638672,-29.241926193237305,-28.69329071044922,-28.4136962890625,-28.592601776123047,-28.318849563598633,-29.736204147338867,-30.646852493286133,-31.016429901123047,-31.336151123046875,-31.49226951599121,-33.465206146240234,-34.24153137207031,-34.74454116821289,-33.201385498046875,-31.841163635253906,-31.176490783691406,-31.228641510009766,-31.53653907775879,-31.944072723388672,-31.830888748168945,-31.114519119262695,-31.25794792175293,-30.90127944946289,-29.377199172973633,disgust
258,-31.040376663208008,-33.008216857910156,-36.728309631347656,-36.57841491699219,-37.902957916259766,-38.64305114746094,-38.212120056152344,-35.188716888427734,-31.452293395996094,-31.536399841308594,-33.02622985839844,-33.11560821533203,-32.86532974243164,-30.395761489868164,-32.177669525146484,-33.055660247802734,-35.177513122558594,-33.467262268066406,-32.72065734863281,-31.879667282104492,-30.870025634765625,-31.833080291748047,-31.31392478942871,-29.04153060913086,-26.85541534423828,-25.755887985229492,-26.645994186401367,-26.591001510620117,-26.137163162231445,-27.865196228027344,-27.566898345947266,-27.54698944091797,-27.449872970581055,-29.00193977355957,-30.551753997802734,-30.164628982543945,-30.24911117553711,-28.87828826904297,-27.694965362548828,-27.78105354309082,-27.998462677001953,-27.90229034423828,-28.86296844482422,-31.7969970703125,-30.501760482788086,-29.78252410888672,-31.668989181518555,-33.01321792602539,-31.919811248779297,-30.700420379638672,-31.705013275146484,-31.706623077392578,-29.74167251586914,-28.649126052856445,-31.616233825683594,-33.74921798706055,-36.24007034301758,-36.520328521728516,-34.830753326416016,-32.058658599853516,-29.555763244628906,-29.723573684692383,-31.725820541381836,-32.19295120239258,-32.441566467285156,-32.16499328613281,-33.439125061035156,-32.96949005126953,-32.163455963134766,-29.451078414916992,-28.79174041748047,-30.18613052368164,-30.994966506958008,-29.356220245361328,-28.54323387145996,-28.55894660949707,-29.367544174194336,-29.434293746948242,-30.090667724609375,-29.669099807739258,-29.454805374145508,-29.26040267944336,-31.834949493408203,-32.528099060058594,-33.44580841064453,-33.75847625732422,-34.11341857910156,-35.262596130371094,-36.89059829711914,-37.55615997314453,0.0,0.0,0.0,0.0,0.0,sad
121,-22.244760513305664,-22.035411834716797,-23.438549041748047,-23.375455856323242,-23.64599609375,-21.396575927734375,-19.404678344726562,-18.899425506591797,-19.75656509399414,-21.43256950378418,-23.02487564086914,-18.069599151611328,-12.687050819396973,-8.989209175109863,-8.74821949005127,-7.987481117248535,-6.56845760345459,-8.101752281188965,-10.211530685424805,-8.979544639587402,-9.231598854064941,-9.095080375671387,-10.779129028320312,-10.270218849182129,-10.567185401916504,-10.500636100769043,-10.528728485107422,-13.81342887878418,-15.728175163269043,-15.183951377868652,-12.108226776123047,-11.080209732055664,-11.535670280456543,-13.694765090942383,-19.35237693786621,-22.45433235168457,-21.081937789916992,-19.754886627197266,-19.696163177490234,-19.634138107299805,-19.990243911743164,-19.760835647583008,-21.389326095581055,-15.882271766662598,-12.930557250976562,-14.195600509643555,-16.909650802612305,-20.005373001098633,-20.461214065551758,-19.702495574951172,-18.55482292175293,-15.58033275604248,-14.997883796691895,-17.672822952270508,-17.173606872558594,-15.35939884185791,-15.885406494140625,-15.357748985290527,-14.649079322814941,-12.313958168029785,-12.942667961120605,-15.517634391784668,-17.24190330505371,-15.263988494873047,-12.260361671447754,-9.304045677185059,-9.82568359375,-11.767696380615234,-13.495672225952148,-15.990365982055664,-16.30926513671875,-16.74793243408203,-17.664764404296875,-19.5623779296875,-20.255178451538086,-20.51117706298828,-19.69362449645996,-20.356813430786133,-20.33249282836914,-19.842008590698242,-17.351594924926758,-16.361616134643555,-14.14173698425293,-12.857399940490723,-9.868840217590332,-9.42471981048584,-11.133920669555664,-14.165164947509766,-15.977802276611328,-16.48003387451172,-16.192474365234375,-16.93189811706543,-18.839221954345703,-20.29926872253418,-21.192018508911133,fear
153,-19.85868263244629,-20.83236312866211,-19.579496383666992,-17.623353958129883,-17.689146041870117,-18.49980354309082,-17.930572509765625,-19.10749626159668,-17.879724502563477,-15.667078018188477,-15.673969268798828,-15.594564437866211,-17.600852966308594,-20.793048858642578,-21.122135162353516,-21.448366165161133,-20.430335998535156,-19.362751007080078,-18.408573150634766,-17.624656677246094,-19.482044219970703,-23.299388885498047,-24.85254669189453,-25.753673553466797,-23.406770706176758,-19.272987365722656,-19.09547233581543,-19.031513214111328,-18.704692840576172,-20.783939361572266,-21.251314163208008,-19.627260208129883,-19.710176467895508,-15.873001098632812,-15.12445068359375,-18.531368255615234,-22.366737365722656,-23.745454788208008,-22.86667251586914,-22.84990119934082,-24.180782318115234,-22.805723190307617,-22.154691696166992,-23.102439880371094,-24.475217819213867,-25.207216262817383,-26.460498809814453,-26.17582130432129,-24.659992218017578,-23.501537322998047,-23.005550384521484,-23.678592681884766,-21.45829963684082,-20.266895294189453,-18.741104125976562,-20.77873420715332,-21.90513801574707,-20.905269622802734,-21.49207878112793,-20.54245376586914,-21.012155532836914,-21.058616638183594,-20.71988868713379,-21.310028076171875,-21.244905471801758,-20.33138084411621,-21.90945053100586,-23.443483352661133,-24.90130615234375,-23.980182647705078,-23.87435531616211,-21.547529220581055,-20.561161041259766,-20.363603591918945,-20.94609832763672,-19.768747329711914,-19.03101921081543,-20.118995666503906,-20.374074935913086,-19.77818489074707,-19.11618995666504,-20.629425048828125,-21.70612907409668,-21.359464645385742,-20.43152618408203,-21.11298370361328,-21.181949615478516,-20.247398376464844,-20.454120635986328,-22.058990478515625,-21.462697982788086,-20.556974411010742,-19.482189178466797,-19.180208206176758,-19.681180953979492,happy
